event,time,tWick15,body15,bWick15,tWick14,body14,bWick14,tWick13,body13,bWick13,tWick12,body12,bWick12,tWick11,body11,bWick11,tWick10,body10,bWick10,tWick9,body9,bWick9,tWick8,body8,bWick8,tWick7,body7,bWick7,tWick6,body6,bWick6,tWick5,body5,bWick5,tWick4,body4,bWick4,tWick3,body3,bWick3,tWick2,body2,bWick2,tWick1,body1,bWick1,target,targetSimple,target1,target2
IFO – Business Climate,2008.01.24 12:00,10,70,10,30,70,20,40,-20,0,20,20,10,0,20,10,0,-60,10,20,20,0,10,-50,0,20,20,20,0,40,10,0,-10,10,10,0,20,10,10,0,10,10,10,30,20,0,N,N,N,N
Durable Goods Orders ex Transportation,2008.01.29 16:30,0,0,10,10,20,0,20,50,0,10,60,0,10,20,0,0,-20,10,20,50,0,10,0,0,0,-20,10,0,-40,10,10,-30,0,10,20,0,0,10,10,10,-10,0,0,10,10,N,N,N,N
Fed Interest Rate Decision,2008.01.30 22:15,0,10,0,10,-10,0,0,-10,10,0,10,0,0,0,10,0,-10,10,0,-20,0,0,20,10,0,0,0,0,10,10,10,10,10,0,10,0,10,0,10,0,-10,10,0,20,0,N,N,N,N
Consumer Price Index,2008.01.31 12:00,0,0,0,0,10,0,0,0,10,0,-20,0,10,0,10,0,-10,0,0,10,0,10,0,0,0,0,10,0,10,0,0,10,0,10,0,0,0,-20,0,0,30,0,0,10,0,N,N,N,N
Core Personal Consumption Expenditures - Price Index,2008.01.31 16:30,0,20,20,0,10,10,0,10,0,10,50,0,0,20,0,10,0,10,0,30,0,10,-10,0,0,10,10,10,-20,0,10,0,10,0,0,0,0,0,10,0,-10,10,20,0,0,N,N,N,N
Average Hourly Earnings,2008.02.01 16:30,0,-50,0,10,-50,20,10,50,20,0,10,20,10,20,10,0,-50,0,10,-30,10,0,-100,30,30,-80,20,20,60,0,10,-40,20,30,90,0,0,50,0,10,90,0,10,0,20,3D|2U,D,3D|2U,3D|2U
ECB Main Refinancing Operations Rate,2008.02.07 15:45,0,-60,20,0,-30,0,0,-10,10,20,-10,0,10,-10,10,20,0,0,0,-40,0,10,0,10,0,-30,0,0,-60,10,0,30,10,10,30,10,20,10,0,0,-20,0,0,-20,0,D,D,D,D
Pending Home Sales,2008.02.07 18:00,10,-10,10,10,10,0,20,10,0,20,0,0,10,0,10,10,0,10,10,0,10,10,20,0,0,-10,20,0,-110,0,30,0,10,10,10,10,0,-30,0,0,-70,10,10,-20,30,2D,D,2D,2D
Retail Sales,2008.02.13 16:30,10,-10,10,0,-30,10,0,0,20,10,-20,10,20,0,0,20,-50,10,20,40,10,10,40,30,10,20,20,0,-20,30,0,-30,20,10,-20,30,10,40,0,10,-20,0,10,20,10,N,N,N,N
Goods and Services Trade Balance,2008.02.14 16:30,10,0,20,0,10,0,20,0,0,0,0,20,10,0,10,0,-10,10,0,-20,0,10,0,0,10,-10,0,0,20,0,0,30,0,0,-30,0,10,10,10,40,-30,10,0,20,0,N,N,N,N
NAHB Housing Market Index,2008.02.19 21:00,10,-30,0,10,20,0,10,-10,0,0,-20,10,10,-10,0,0,-10,0,10,10,20,0,-10,10,0,20,0,10,0,10,0,20,0,0,0,10,0,-10,0,0,0,10,0,-10,0,N,N,N,N
Consumer Price Index,2008.02.20 16:30,10,10,0,0,10,10,0,-10,10,0,-20,0,0,-10,0,0,-30,0,0,0,10,0,-20,0,0,-40,0,10,0,0,10,10,10,0,-10,0,10,0,10,0,40,0,30,-20,0,N,N,N,N
Durable Goods Orders,2008.02.27 16:30,10,-30,0,20,0,0,0,-10,10,0,40,0,0,30,10,0,-40,10,20,30,0,30,60,0,0,0,40,30,30,0,10,20,10,10,0,20,0,-30,10,10,20,0,10,-10,0,U,U,U,U
Gross Domestic Product Annualized,2008.02.28 16:30,0,-10,10,10,10,0,0,20,0,10,0,10,0,-10,0,0,-20,10,10,-30,30,0,30,0,0,10,10,0,10,10,0,-10,10,0,-10,10,10,0,10,10,10,10,20,0,10,N,N,N,N
Core Personal Consumption Expenditures - Price Index,2008.02.29 16:30,0,-60,0,10,30,20,10,-20,10,0,60,0,10,20,0,0,-60,0,20,0,10,10,-20,0,0,-50,10,0,-20,50,20,-10,10,30,-10,0,10,-80,0,10,-20,30,20,-20,20,2D,D,2D,2D
ISM Manufacturing PMI,2008.03.03 18:00,20,10,0,30,-10,10,0,20,0,0,-10,10,10,0,10,0,-20,10,0,-20,0,10,-20,10,10,0,10,0,-40,0,10,0,40,0,-20,10,0,0,10,10,0,0,0,10,20,D,D,D,D
ECB Main Refinancing Operations Rate,2008.03.06 15:45,20,0,10,0,20,0,0,-30,0,0,-30,0,10,-30,10,20,-10,10,30,-10,0,10,20,10,0,0,10,0,30,0,0,30,10,0,-20,10,0,-20,10,10,20,20,20,-30,0,N,N,N,N
Average Hourly Earnings,2008.03.07 16:30,20,30,0,0,-90,10,10,-10,60,0,30,10,10,10,10,0,40,0,20,-20,10,30,20,0,20,-60,10,0,-70,0,0,-190,0,0,110,0,0,-30,20,0,50,20,10,-10,10,2D|U,D,2D|U,2D|U
Goods and Services Trade Balance,2008.03.11 15:30,0,-50,0,10,-190,0,0,80,10,20,40,20,40,0,20,10,-20,10,0,-30,20,0,-80,0,0,-20,30,0,70,0,0,110,0,0,-20,40,20,-40,0,20,20,30,10,40,20,D|2U|D,D,D|2U|D,D|2U|D
Retail Sales,2008.03.13 15:30,0,-40,10,10,20,20,0,10,20,0,30,0,20,20,10,0,-40,0,0,50,0,0,-20,20,10,0,50,10,-50,20,10,0,10,10,0,20,0,0,30,30,10,0,10,-20,0,N,N,N,N
Consumer Price Index,2008.03.14 15:30,20,30,10,0,-120,0,0,120,10,30,-20,10,0,50,0,0,-40,20,0,20,0,30,-10,20,40,-30,0,20,40,10,20,-10,30,0,10,20,20,-20,10,0,40,20,10,30,0,N,N,N,N
Fed Interest Rate Decision,2008.03.18 21:15,10,10,20,20,0,0,0,40,0,0,-60,0,0,-70,20,0,-60,0,0,40,10,0,-30,0,0,-10,20,0,40,0,10,0,30,30,30,20,0,-40,10,0,10,0,30,20,0,N,N,N,N
Philadelphia Fed Manufacturing Survey,2008.03.20 17:00,0,-30,0,0,10,10,10,10,10,10,-10,10,10,-20,50,30,60,0,10,10,0,20,0,10,0,-20,0,20,50,0,20,0,20,20,-20,10,0,-40,20,10,40,0,0,-10,10,U|D,U,U|D,U|D
IFO – Business Climate,2008.03.26 12:00,0,10,10,10,0,30,10,80,0,30,30,10,0,-50,30,50,-10,30,0,-30,0,0,20,10,10,-20,10,20,0,10,10,0,10,0,-40,0,0,-30,10,0,-20,10,0,40,10,D,D,D,D
Durable Goods Orders,2008.03.26 15:30,0,0,10,40,0,0,0,0,20,20,0,20,40,20,0,0,90,0,0,40,20,20,30,10,20,0,0,50,20,0,10,-50,0,20,40,0,20,-10,0,0,10,50,10,0,10,U,U,U,U
Gross Domestic Product Price Index,2008.03.27 15:30,0,-30,0,20,110,0,10,-20,30,0,10,50,0,40,20,0,80,10,30,10,30,0,10,20,0,-110,0,0,30,20,40,-30,0,0,-80,10,20,-30,10,10,-30,40,20,20,0,U|2D,U,U|2D,U|2D
Core Personal Consumption Expenditures - Price Index,2008.03.28 15:30,20,0,0,0,-20,0,20,-60,0,0,-20,60,10,20,40,10,30,10,20,-20,10,10,20,20,30,50,0,20,20,20,0,0,10,0,-80,0,20,30,0,20,30,10,20,20,0,U,U,U,U
ISM Services PMI,2008.04.03 17:00,0,80,0,20,10,10,50,0,0,20,40,20,10,30,20,10,-20,20,40,-20,0,10,-10,0,0,-40,0,0,-40,0,0,20,0,0,20,0,0,-20,0,20,0,0,0,20,0,D,D,D,D
Average Hourly Earnings,2008.04.04 15:30,10,-30,0,30,50,20,10,10,30,20,-10,0,0,-30,20,40,-10,0,20,-20,20,0,40,0,10,0,10,0,90,10,0,-40,10,60,10,20,0,-60,20,0,50,30,50,0,20,U,U,U,U
Consumer Credit Change,2008.04.07 22:00,20,0,0,0,-20,0,0,10,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,-10,10,0,10,0,0,10,0,0,0,10,10,0,10,0,0,10,10,0,0,N,N,N,N
ECB Main Refinancing Operations Rate,2008.04.10 14:45,0,-110,20,10,-70,20,10,80,0,0,-50,20,20,-20,10,10,-90,40,20,40,10,20,20,0,0,-90,0,0,-150,30,20,-20,30,0,70,30,10,50,10,50,0,20,20,80,10,2D|2U,D,2D|2U,2D|2U
Goods and Services Trade Balance,2008.04.10 15:30,0,20,0,0,0,20,0,-40,0,10,0,0,10,0,10,10,10,10,20,0,20,0,60,0,20,70,0,10,10,20,20,-40,10,10,-40,0,0,-40,0,20,-60,10,0,-10,20,2U|D,U,2U|D,2U|D
ZEW Survey – Economic Sentiment,2008.04.14 13:00,0,0,0,20,20,0,0,0,20,20,0,0,0,0,20,0,-20,0,0,20,20,20,0,0,20,0,20,0,20,0,0,20,20,30,0,0,0,20,0,0,20,0,20,60,0,U,U,U,U
Retail Sales,2008.04.14 15:30,0,-20,20,0,-20,0,0,-40,20,0,20,0,20,0,0,0,0,40,0,50,0,10,-20,20,20,10,20,0,10,20,0,-40,20,20,10,20,10,-40,0,10,20,0,0,20,20,N,N,N,N
ZEW Survey – Economic Sentiment,2008.04.15 12:00,20,20,0,0,-20,0,0,-20,0,0,10,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,20,20,0,20,0,0,0,-20,0,N,N,N,N
Consumer Price Index,2008.04.16 15:30,0,-70,0,20,10,10,0,-20,0,10,10,0,0,-10,10,10,10,0,0,-10,0,10,0,10,10,-10,0,20,-40,0,0,20,20,20,0,0,0,0,40,0,-20,0,0,0,0,N,N,N,N
IFO – Business Climate,2008.04.24 11:00,0,20,0,0,-40,0,0,-10,0,0,0,20,20,-10,0,20,-130,0,20,-60,0,0,50,0,20,0,20,0,-90,0,10,70,10,0,20,20,20,0,0,0,-50,0,10,30,0,2D|U,D,2D|U,2D|U
Core Personal Consumption Expenditures,2008.04.30 15:30,10,30,0,0,50,10,10,10,10,0,10,10,10,0,10,0,20,0,0,70,0,20,40,0,0,-40,0,20,0,0,0,40,0,0,40,0,0,0,20,20,60,0,0,-20,30,U,U,U,U
Fed Interest Rate Decision,2008.04.30 21:15,0,50,0,0,30,10,0,-20,20,10,-10,20,0,-30,0,10,-30,0,20,0,20,0,-10,0,10,20,10,10,0,0,20,20,0,10,10,0,10,10,0,0,-40,10,0,0,10,N,N,N,N
Core Personal Consumption Expenditures - Price Index,2008.05.01 15:30,30,0,10,0,20,0,10,-10,10,0,10,0,10,-10,0,20,10,10,0,30,0,10,0,20,0,-30,10,0,10,20,10,-20,10,20,10,30,10,20,10,0,0,10,10,0,20,N,N,N,N
Average Hourly Earnings,2008.05.02 15:30,0,-80,10,20,10,20,30,80,0,10,10,50,60,0,10,10,20,20,0,-20,40,20,-10,0,10,30,0,30,60,0,20,-10,10,0,-60,40,10,-30,10,10,50,40,20,20,40,U|D,U,U|D,U|D
ECB Main Refinancing Operations Rate,2008.05.08 14:45,20,50,30,50,50,10,10,-40,10,110,40,10,50,10,30,30,-10,10,110,10,0,30,30,30,10,-50,0,20,10,0,10,110,10,0,60,30,10,-50,20,20,0,10,20,20,0,2U,U,2U,2U
ECB's President Trichet speech,2008.05.08 15:30,0,10,20,20,-40,0,0,60,20,20,40,0,30,100,0,10,50,20,10,-20,20,10,40,0,30,190,0,20,0,60,20,-20,0,20,-20,20,20,-20,0,0,-20,20,0,60,20,2U,U,2U,2U
Goods and Services Trade Balance,2008.05.09 15:30,0,-20,0,0,-10,0,0,-20,0,0,-20,10,0,-20,10,0,30,0,0,0,10,0,0,20,0,-20,0,0,0,20,40,0,0,0,-20,0,0,20,0,0,-20,0,20,0,0,U,U,U,U
Retail Sales,2008.05.13 15:30,0,-40,40,20,-30,0,20,0,10,20,0,0,20,-30,20,10,-50,20,10,40,0,10,-10,20,20,50,10,20,0,40,0,-20,0,0,-20,0,0,20,0,0,40,20,20,40,0,U,U,U,U
Consumer Price Index,2008.05.14 15:30,0,0,20,0,20,0,20,0,0,0,20,0,20,20,0,20,0,0,0,0,20,0,20,0,0,-20,0,20,0,0,0,0,10,0,-30,10,20,-20,0,0,-30,30,10,30,0,D,D,D,D
ZEW Survey – Economic Sentiment,2008.05.20 12:00,10,-20,0,30,0,20,40,-30,0,20,0,20,20,10,0,0,0,10,0,20,0,20,-20,0,0,0,0,0,-10,0,0,-20,0,20,40,0,0,0,0,10,0,0,30,0,0,N,N,N,N
Durable Goods Orders ex Transportation,2008.05.28 15:30,10,50,0,20,30,10,0,-30,20,0,-30,10,10,20,0,10,-10,20,10,0,10,10,-20,0,10,0,20,0,-20,0,50,0,10,10,0,20,30,20,10,40,60,0,20,0,0,N,N,N,N
Core Personal Consumption Expenditures,2008.05.29 15:30,0,-110,20,20,-20,20,0,20,40,10,-10,0,40,0,0,20,0,20,0,-20,0,0,50,20,0,-10,10,10,20,10,0,-20,20,10,-10,10,10,0,10,10,10,10,10,-10,10,N,N,N,N
Core Personal Consumption Expenditures - Price Index,2008.05.30 15:30,0,-10,40,0,-50,0,0,-80,0,20,0,20,0,20,20,0,-20,0,20,0,20,40,0,0,10,-20,0,0,-20,0,0,-20,0,0,-40,0,20,20,0,20,0,0,0,20,20,N,N,N,N
ECB Main Refinancing Operations Rate,2008.06.05 14:45,30,50,10,40,10,0,0,-30,40,30,-20,20,0,-90,50,20,80,10,30,20,0,40,80,10,60,50,10,10,-30,0,0,40,10,0,20,30,20,100,20,40,-10,10,10,-50,20,5U|D,U,5U|D,5U|D
Average Hourly Earnings,2008.06.06 15:30,20,-40,0,0,20,20,0,80,0,30,0,0,0,70,0,10,-60,0,10,60,0,20,0,20,0,0,40,30,30,10,20,40,0,20,-60,0,0,-40,20,50,0,20,20,0,20,U|D,U,U|D,U|D
Goods and Services Trade Balance,2008.06.10 15:30,20,20,40,20,60,20,20,-30,0,10,-10,20,20,0,20,10,50,0,10,30,10,0,20,20,20,20,10,10,0,20,0,-10,10,20,0,10,20,0,20,20,-20,0,10,0,0,2U,U,2U,2U
Import Price Index,2008.06.12 15:30,0,0,20,30,10,0,10,30,0,10,10,0,0,40,0,20,0,20,0,-20,10,0,-20,10,0,-40,0,20,0,20,0,50,0,20,0,20,0,-60,0,0,20,40,20,-20,10,D|U,D,D|U,D|U
Consumer Price Index ex Food & Energy,2008.06.13 15:30,0,0,20,0,-40,0,0,-20,20,10,-10,30,10,-10,10,10,-30,20,10,40,10,0,-20,20,0,10,0,0,40,20,0,-30,30,10,-10,10,40,0,20,20,0,0,0,-20,0,N,N,N,N
ZEW Survey – Economic Sentiment,2008.06.17 12:00,0,-40,10,20,0,10,0,40,0,0,-30,10,0,-10,0,0,-30,20,10,-30,20,20,0,0,20,0,0,20,20,0,0,-20,0,0,-20,0,0,0,0,20,40,0,0,-20,0,D,D,D,D
IFO – Business Climate,2008.06.23 11:00,0,0,0,0,0,20,0,0,20,0,-20,0,0,-10,10,0,10,10,0,-20,0,0,10,0,0,0,10,0,0,10,20,0,0,0,-40,0,0,0,20,0,0,10,0,10,0,N,N,N,N
Fed Interest Rate Decision,2008.06.25 21:15,20,-30,0,10,10,0,40,10,10,0,0,20,10,0,10,30,40,0,0,10,20,20,20,0,10,0,10,0,40,0,0,20,0,10,20,0,10,-10,0,10,0,10,10,0,0,U,U,U,U
Core Personal Consumption Expenditures,2008.06.26 15:30,0,-20,0,20,0,10,0,20,10,0,10,0,0,-10,10,0,10,10,0,-20,20,0,-30,10,0,-10,10,10,20,20,10,-10,10,0,30,10,20,10,10,20,0,10,0,-10,0,N,N,N,N
Core Personal Consumption Expenditures - Price Index,2008.06.27 15:30,0,10,10,0,40,0,10,30,0,10,10,10,20,-10,0,30,10,10,10,-30,0,0,-20,0,20,10,0,0,-10,10,0,20,0,10,0,20,20,30,0,10,30,10,10,0,20,N,N,N,N
Michigan Consumer Sentiment Index,2008.06.27 17:00,10,0,10,0,-10,10,10,-50,0,0,10,20,0,10,50,30,0,10,0,0,20,10,20,0,0,-20,20,10,0,0,10,0,0,0,-20,0,0,-20,0,10,20,0,10,10,0,N,N,N,N
ECB Main Refinancing Operations Rate,2008.07.03 14:45,30,10,80,30,-30,20,0,90,40,40,10,30,0,50,40,0,-40,30,40,60,10,10,-40,0,20,-50,20,30,-80,10,0,-180,0,30,-130,40,0,-130,20,0,-90,0,0,20,30,6D,D,6D,6D
Average Hourly Earnings,2008.07.03 15:30,0,60,10,10,-20,40,0,70,10,10,-30,0,20,0,0,10,50,10,0,-30,0,10,20,10,10,-90,30,0,-30,30,0,40,0,30,80,0,10,-40,0,0,-10,10,0,10,0,N,N,N,N
Goods and Services Trade Balance,2008.07.11 15:30,10,-20,0,10,0,20,10,10,10,0,80,10,30,60,100,10,-10,20,0,110,0,10,-10,40,10,0,30,20,10,30,50,100,20,40,10,0,0,-70,10,20,-20,10,0,90,10,2U|D,U,2U|D,2U|D
ZEW Survey – Economic Sentiment,2008.07.15 12:00,0,10,10,0,50,0,0,-10,10,10,0,30,20,0,0,0,-70,0,20,-10,10,0,10,10,10,10,0,10,10,0,10,10,30,0,20,0,30,0,10,20,10,0,10,40,0,D,D,D,D
Retail Sales,2008.07.15 15:30,20,10,0,0,10,20,0,0,30,10,20,0,0,20,10,0,30,0,0,50,0,10,50,10,10,10,10,10,-30,20,30,20,10,10,40,0,20,-10,0,10,-20,0,20,-10,10,U,U,U,U
Consumer Price Index,2008.07.16 15:30,0,10,20,0,10,10,10,-30,0,0,-10,0,0,-20,10,0,-20,30,10,50,20,10,20,10,10,-20,0,10,-30,0,0,30,0,10,30,0,0,30,0,10,10,10,0,30,10,U,U,U,U
IFO – Business Climate,2008.07.24 11:00,20,0,10,0,20,10,0,10,10,10,0,0,10,0,0,0,10,20,10,0,0,0,50,0,0,50,0,0,-20,20,10,0,0,20,0,20,10,0,10,10,0,0,0,-10,10,U,U,U,U
New Home Sales,2008.07.25 17:00,0,0,10,0,0,0,10,0,10,10,-30,0,10,0,20,10,30,0,10,0,10,0,0,20,0,40,0,20,-10,0,10,30,10,10,-10,0,0,-20,0,10,0,10,0,30,0,U,U,U,U
Core Personal Consumption Expenditures,2008.07.31 15:30,0,10,0,10,-30,0,0,0,10,0,-10,10,0,10,10,30,0,10,0,-130,0,0,40,10,0,-10,20,20,-230,30,0,100,0,30,0,10,20,-10,10,10,-30,10,10,-20,30,3D|U,D,3D|U,3D|U
Average Hourly Earnings,2008.08.01 15:30,20,-10,10,10,-40,0,10,-10,20,0,20,0,0,10,0,0,-30,10,0,50,0,0,30,10,20,50,0,20,-10,10,0,-50,20,20,10,10,10,-30,0,0,50,0,10,-20,10,N,N,N,N
Core Personal Consumption Expenditures - Price Index,2008.08.04 15:30,10,0,0,0,10,0,0,20,10,10,10,10,10,0,0,10,10,10,10,0,10,10,-10,10,0,10,0,0,10,0,10,10,0,10,-20,0,10,-20,0,40,0,0,10,0,20,N,N,N,N
Fed Interest Rate Decision,2008.08.05 21:15,10,10,0,10,70,0,10,30,0,10,0,0,0,20,10,0,10,0,10,0,0,0,10,0,10,0,0,0,0,0,0,-20,10,0,-30,10,10,0,10,0,10,0,0,0,0,N,N,N,N
ECB Main Refinancing Operations Rate,2008.08.07 14:45,50,-60,10,30,0,20,40,-10,10,10,-20,90,0,-10,100,40,-10,20,10,-60,10,20,30,10,0,-40,40,10,40,10,20,-60,10,0,-70,70,40,-70,0,10,-100,20,0,70,0,3D,D,3D,3D
ECB's President Trichet speech,2008.08.07 15:30,10,-40,10,10,90,10,30,40,0,0,-30,10,0,10,30,10,-40,10,0,0,10,10,40,0,0,30,20,10,0,30,10,20,0,30,-10,0,0,-70,10,20,20,50,10,0,40,D,D,D,D
Goods and Services Trade Balance,2008.08.12 15:30,20,0,10,0,-30,10,20,20,20,0,-10,10,10,-10,10,0,-60,0,0,-30,20,10,30,20,10,0,20,20,50,0,0,-40,0,0,10,0,0,10,0,10,30,0,10,10,10,D|U,D,D|U,D|U
Retail Sales ex Autos,2008.08.13 15:30,10,0,10,10,-40,0,0,-40,0,10,-20,20,20,-60,10,10,20,10,30,0,10,0,-110,20,10,10,30,20,20,0,0,-10,30,20,20,0,0,30,0,10,0,10,30,10,10,D|U,D,D|U,D|U
Consumer Price Index,2008.08.14 09:00,20,70,10,10,-10,10,10,0,0,10,-10,0,0,-120,10,10,-80,30,10,10,20,0,-50,10,10,10,0,20,50,20,20,-20,10,0,-30,20,0,30,20,10,20,10,0,-100,10,D,D,D,D
Consumer Price Index,2008.08.14 15:30,0,40,0,10,-10,40,0,20,0,0,-20,20,30,20,0,0,30,10,0,-60,0,0,10,10,20,-20,10,0,-40,0,20,0,20,0,10,10,0,-20,10,0,20,10,20,-10,0,N,N,N,N
Gross Domestic Product,2008.08.26 09:00,50,0,10,10,0,0,10,-20,20,10,-40,20,40,20,10,10,-50,10,0,-10,10,20,20,0,10,-40,0,0,50,0,10,0,10,0,-40,0,20,20,0,0,-30,20,30,0,0,D,D,D,D
FOMC Minutes,2008.08.26 21:00,0,10,10,0,20,0,10,-10,0,0,-10,0,0,10,20,0,0,10,0,0,10,20,40,0,10,0,10,0,-40,0,0,-10,10,0,20,0,10,10,0,0,0,0,10,20,0,N,N,N,N
Core Personal Consumption Expenditures - Price Index,2008.08.29 15:30,10,-10,10,10,-50,30,0,-30,0,10,10,10,0,30,10,0,20,10,10,10,0,0,-40,10,20,0,0,0,-10,10,10,-30,0,10,70,0,10,10,0,10,-20,10,20,0,0,N,N,N,N
ECB Main Refinancing Operations Rate,2008.09.04 14:45,60,-10,0,0,-20,60,70,30,30,0,-30,0,60,60,10,20,40,40,0,-30,60,10,10,40,0,-20,20,0,-50,90,0,-60,10,40,0,50,80,-60,0,10,60,0,0,60,10,2D,D,2D,2D
ECB's President Trichet speech,2008.09.04 15:30,0,10,0,0,70,10,10,10,20,0,50,10,50,-10,50,10,-70,0,0,-40,10,20,-30,10,30,0,30,0,-10,20,10,-20,20,10,-40,0,10,30,10,0,40,0,10,40,30,D,D,D,D
Average Hourly Earnings,2008.09.05 15:30,10,-80,10,50,0,20,20,-120,40,70,-10,0,30,50,10,10,0,20,0,0,40,40,10,20,0,90,10,30,-60,0,10,50,10,40,10,10,0,40,30,40,30,30,10,-50,0,2U,U,2U,2U
Goods and Services Trade Balance,2008.09.11 15:30,20,-20,0,0,20,0,0,-30,40,20,-30,10,10,0,60,40,0,20,20,0,10,0,-60,10,30,10,0,0,20,10,0,10,20,0,20,10,0,30,10,10,20,0,0,-20,10,N,N,N,N
Retail Sales,2008.09.12 15:30,30,-70,10,0,-30,0,30,10,20,0,-90,0,10,-70,50,20,-80,0,10,50,10,20,10,10,10,10,10,10,20,0,20,50,10,30,0,10,0,20,30,0,50,0,10,100,30,2U,U,2U,2U
Consumer Price Index,2008.09.16 15:30,10,-20,0,10,10,60,10,-10,20,40,-110,10,20,10,60,0,10,30,20,30,0,20,10,0,10,-90,40,0,70,0,10,70,10,10,10,10,20,10,20,0,-20,20,10,-50,0,U,U,U,U
Fed Interest Rate Decision,2008.09.16 21:15,20,-30,0,20,10,10,40,-20,20,20,30,10,10,10,10,20,-10,20,10,-20,20,80,-20,10,0,60,10,0,90,0,0,-70,0,10,0,0,10,10,30,0,-10,10,0,-30,50,U|2D,U,U|2D,U|2D
Core Personal Consumption Expenditures,2008.09.26 15:30,0,10,20,20,40,10,10,40,0,0,-30,0,0,-60,0,0,80,0,30,40,20,0,-10,40,70,0,10,0,-10,30,0,-50,30,30,40,10,10,-30,10,0,60,0,0,-60,20,U,U,U,U
Core Personal Consumption Expenditures - Price Index,2008.09.29 15:30,0,0,20,0,10,30,10,0,30,0,-10,10,10,-20,0,0,-10,30,20,10,0,0,-20,0,0,-80,20,20,-30,10,20,40,10,0,60,10,0,20,10,10,70,0,20,-60,0,D|2U,D,D|2U,D|2U
President Bush speaks about Markets Volatility,2008.09.30 15:45,30,-30,20,20,-60,30,20,-20,30,20,30,10,0,-60,0,20,70,0,30,-30,20,0,-30,10,20,-10,0,20,-40,0,10,-120,0,20,-60,30,0,30,30,10,50,0,10,0,20,U|2D,U,U|2D,U|2D
ECB Main Refinancing Operations Rate,2008.10.02 14:45,10,60,30,0,-110,30,90,30,10,10,30,40,30,-30,20,10,0,110,10,40,50,60,0,20,10,-80,0,90,-220,0,120,-100,0,60,130,10,30,-40,20,30,-40,50,10,20,100,4D|U|2D,D,4D|U|2D,4D|U|2D
ECB's President Trichet speech,2008.10.02 15:30,20,10,20,0,-80,20,0,-70,40,0,70,0,30,-10,0,0,20,40,30,20,10,10,60,20,50,-20,10,10,-10,30,10,-20,10,20,10,10,30,30,0,10,20,10,0,70,30,U,U,U,U
Average Hourly Earnings,2008.10.03 15:30,40,50,0,30,10,10,30,0,20,10,20,10,40,10,0,0,-50,0,10,0,20,20,90,0,20,30,20,20,70,0,20,-30,10,20,30,20,30,20,40,80,0,0,40,-10,0,2U,U,2U,2U
FOMC Minutes,2008.10.07 21:00,20,0,10,0,-40,0,0,0,30,0,30,30,20,-20,10,10,-30,0,0,-160,30,0,-10,20,30,50,0,0,20,0,10,-70,10,30,-10,0,0,40,0,40,20,10,10,-10,0,2D,D,2D,2D
ECB Main Refinancing Operations Rate,2008.10.08 14:00,0,80,20,50,30,40,30,10,40,90,20,0,10,90,20,10,0,10,10,-40,20,20,-80,30,60,-20,10,60,-20,30,20,100,30,10,70,0,0,-10,10,20,-10,20,0,20,20,D|U,D,D|U,D|U
G7 Meeting,2008.10.10 03:00,20,40,0,0,-20,20,10,20,0,0,0,10,0,20,0,0,-40,10,20,-20,0,20,0,10,10,-10,0,10,-10,0,0,0,10,0,50,0,50,0,0,0,70,0,20,100,0,2U,U,2U,2U
Goods and Services Trade Balance,2008.10.10 15:30,40,40,0,20,-20,20,10,20,30,20,-50,30,0,-40,0,0,-40,40,10,120,0,10,0,20,0,80,0,20,-40,0,0,-40,10,0,-150,0,0,30,30,20,110,20,160,0,20,U|D|2U,U,U|D|2U,U|D|2U
President Bush speaks about Markets Volatility,2008.10.10 17:00,10,-110,0,10,-20,20,30,-160,0,40,-20,0,0,-30,10,0,60,0,0,30,50,40,20,10,20,-40,0,20,-70,20,40,10,10,0,60,10,0,30,30,20,-10,30,10,-20,10,U|D,U,U|D,U|D
Retail Sales,2008.10.15 15:30,40,0,10,0,20,0,10,-30,0,0,-40,10,10,-200,0,50,50,10,40,-60,20,0,30,80,0,30,50,40,50,0,10,70,50,30,-10,30,0,-20,40,50,-10,20,20,10,10,U|D|2U,U,U|D|2U,U|D|2U
Consumer Price Index,2008.10.16 15:30,0,-30,60,0,-90,10,60,40,0,10,-20,40,20,40,30,0,50,10,40,40,10,0,-120,50,40,-20,40,10,-160,0,30,-50,50,80,-20,40,0,90,0,0,-10,20,0,10,20,U|3D|U,U,U|3D|U,U|3D|U
Fed Interest Rate Decision,2008.10.29 21:15,20,-20,10,0,-20,20,0,-20,30,0,-10,0,10,10,0,0,20,10,20,90,30,20,0,30,0,-20,20,0,40,10,0,-10,30,0,10,0,0,10,0,10,0,20,60,80,0,2U,U,2U,2U
Core Personal Consumption Expenditures,2008.10.30 15:30,30,20,10,20,110,0,10,-10,10,0,20,10,10,-80,10,30,0,20,0,-80,20,0,50,20,30,-10,10,0,-100,0,20,0,20,10,-10,20,60,-80,0,10,-50,0,10,70,0,2D,D,2D,2D
Core Personal Consumption Expenditures - Price Index,2008.10.31 15:30,40,-50,20,10,-120,20,0,-10,50,20,-40,30,0,40,0,10,60,0,10,-70,0,10,-20,30,10,20,20,10,-80,10,0,-20,40,20,-50,0,0,50,0,0,100,0,0,130,0,D|U,D,D|U,D|U
